Link
https://finance.yahoo.com/quote/LIN/
https://finance.yahoo.com/quote/SHW/
https://finance.yahoo.com/quote/APD/
https://finance.yahoo.com/quote/ECL/
https://finance.yahoo.com/quote/DD/
https://finance.yahoo.com/quote/PPG/
https://finance.yahoo.com/quote/LYB/
https://finance.yahoo.com/quote/IFF/
https://finance.yahoo.com/quote/RPM/
https://finance.yahoo.com/quote/WLK/
https://finance.yahoo.com/quote/NEM/
https://finance.yahoo.com/quote/AU/
https://finance.yahoo.com/quote/RGLD/
https://finance.yahoo.com/quote/CDE/
https://finance.yahoo.com/quote/SA/
https://finance.yahoo.com/quote/CMCL/
https://finance.yahoo.com/quote/IDR/
https://finance.yahoo.com/quote/CTGO/
https://finance.yahoo.com/quote/FTCO/
https://finance.yahoo.com/quote/USAU/
https://finance.yahoo.com/quote/CRH/
https://finance.yahoo.com/quote/VMC/
https://finance.yahoo.com/quote/MLM/
https://finance.yahoo.com/quote/EXP/
https://finance.yahoo.com/quote/SUM/
https://finance.yahoo.com/quote/KNF/
https://finance.yahoo.com/quote/BCC/
https://finance.yahoo.com/quote/USLM/
https://finance.yahoo.com/quote/TGLS/
https://finance.yahoo.com/quote/SMID/
https://finance.yahoo.com/quote/SCCO/
https://finance.yahoo.com/quote/FCX/
https://finance.yahoo.com/quote/IE/
https://finance.yahoo.com/quote/MTAL/
https://finance.yahoo.com/quote/SCCO/
https://finance.yahoo.com/quote/MTAL/
https://finance.yahoo.com/quote/FCX/
https://finance.yahoo.com/quote/IE/
https://finance.yahoo.com/quote/SCCO/
https://finance.yahoo.com/quote/FCX/
https://finance.yahoo.com/quote/NUE/
https://finance.yahoo.com/quote/STLD/
https://finance.yahoo.com/quote/RS/
https://finance.yahoo.com/quote/X/
https://finance.yahoo.com/quote/CMC/
https://finance.yahoo.com/quote/CLF/
https://finance.yahoo.com/quote/WS/
https://finance.yahoo.com/quote/MTUS/
https://finance.yahoo.com/quote/RDUS/
https://finance.yahoo.com/quote/ZEUS/
https://finance.yahoo.com/quote/CTVA/
https://finance.yahoo.com/quote/CF/
https://finance.yahoo.com/quote/MOS/
https://finance.yahoo.com/quote/FMC/
https://finance.yahoo.com/quote/SMG/
https://finance.yahoo.com/quote/UAN/
https://finance.yahoo.com/quote/BIOX/
https://finance.yahoo.com/quote/IPI/
https://finance.yahoo.com/quote/AVD/
https://finance.yahoo.com/quote/CTVA/
https://finance.yahoo.com/quote/DOW/
https://finance.yahoo.com/quote/CE/
https://finance.yahoo.com/quote/OLN/
https://finance.yahoo.com/quote/HUN/
